Version;FieldName;sigla_unidade_ensino;nome_unidade_ensino;dt_autorizacao;sigla_uf_unidade_ensino;nome_municipio_unidade_ensino
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Passos;11/08/2010 07:07:16;MG;Passos
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Poços de Caldas;11/08/2010 06:07:45;MG;Poços de Caldas
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Pouso Alegre;11/08/2010 06:48:43;MG;Pouso Alegre
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALFENAS;13/11/2014 17:33:14;MG;Alfenas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALTEROSA;13/11/2014 17:41:21;MG;Alterosa
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRADAS;13/11/2014 17:02:04;MG;Andradas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRELÂNDIA;13/11/2014 15:45:53;MG;Andrelândia
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOA ESPERANÇA;13/11/2014 17:37:07;MG;Boa Esperança
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOM REPOUSO;27/04/2016 14:55:41;MG;Bom Repouso
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOTELHOS;13/11/2014 17:23:20;MG;Botelhos
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BRAsÓPOLIS;27/04/2016 15:03:06;MG;Brasópolis
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CACHOEIRA DE MINAS;27/04/2016 15:08:15;MG;Cachoeira de Minas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUÍ;13/11/2014 17:16:26;MG;Cambuí
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUQUIRA;13/11/2014 14:53:04;MG;Cambuquira
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPANHA;27/04/2016 15:12:20;MG;Campanha
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPESTRE;13/11/2014 17:25:50;MG;Campestre
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAPETINGA;13/11/2014 17:44:21;MG;Capetinga
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONCEIÇÃO DOS OUROS;27/04/2016 15:18:00;MG;Conceição dos Ouros
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONGONHAL;27/04/2016 15:22:51;MG;Congonhal
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CRUZÍLIA;13/11/2014 15:48:57;MG;Cruzília
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESPÍRITO SANTO DO DOURADO;27/04/2016 15:30:20;MG;Espírito Santo do Dourado
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESTIVA;27/04/2016 15:35:15;MG;Estiva
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA EXTREMA;27/04/2016 15:38:43;MG;Extrema
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUARANÉSIA;13/11/2014 17:47:48;MG;Guaranésia
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUAXUPÉ;17/08/2016 11:44:28;MG;Guaxupé
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA IPUIUNA;27/04/2016 15:45:13;MG;Ipuiúna
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITAJUBÁ;27/04/2016 15:49:38;MG;Itajubá
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITANHANDU;13/11/2014 15:21:53;MG;Itanhandu
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA JACUTINGA;13/11/2014 17:20:04;MG;Jacutinga
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CENTRO DE REFERÊNCIA JESUÂNIA;27/04/2016 16:27:25;MG;Jesuânia
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAMBARI;13/11/2014 16:43:02;MG;Lambari
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAVRAS;27/04/2016 16:07:59;MG;Lavras
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA MONTE SANTO DE MINAS;13/11/2014 17:52:47;MG;Monte Santo de Minas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA OURO FINO;13/11/2014 17:13:29;MG;Ouro Fino
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA POÇO FUNDO;27/04/2016 15:55:46;MG;Poço Fundo
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO GONÇALO DO SAPUCAÍ;27/04/2016 15:58:59;MG;São Gonçalo do Sapucaí
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO JOSÉ DA BARRA;17/08/2016 11:39:33;MG;São José da Barra
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO SEBASTIÃO DO PARAÍSO;13/11/2014 16:57:33;MG;São Sebastião do Paraíso
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA TRÊS PONTAS;13/11/2014 17:50:06;MG;Três Pontas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA VARGINHA;13/11/2014 17:30:36;MG;Varginha
2;;IFTO;Instituto Federal do Tocantins - Campus Araguaína;14/06/2010 16:53:24;TO;Araguaína
2;;IFTO;Instituto Federal do Tocantins - Campus Araguatins;06/03/2009 14:39:20;TO;Araguatins
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Formoso do Araguaia;26/04/2014 13:48:01;TO;Formoso do Araguaia
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Lagoa da Confusão;31/01/2014 11:20:00;TO;Lagoa da Confusão
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Pedro Afonso;31/01/2014 11:29:03;TO;Pedro Afonso
2;;IFTO;Instituto Federal do Tocantins - Campus Colinas do Tocantins;31/01/2014 11:35:32;TO;Colinas do Tocantins
2;;IFTO;Instituto Federal do Tocantins - Campus Dianópolis;07/05/2012 10:01:47;TO;Dianópolis
2;;IFTO;Instituto Federal do Tocantins - Campus Gurupi;16/06/2010 09:39:52;TO;Gurupi
2;;IFTO;Instituto Federal do Tocantins - Campus Palmas;06/03/2009 14:33:38;TO;Palmas
2;;IFTO;Instituto Federal do Tocantins - Campus Paraíso do Tocantins;06/03/2009 14:36:47;TO;Paraíso do Tocantins
2;;IFTO;Instituto Federal do Tocantins - Campus Porto Nacional;16/06/2010 09:03:04;TO;Porto Nacional
2;;null;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO;23/03/2009 09:04:51;MG;Uberaba
2;;IFTM;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO CAMPUS AVANÇADO CAMPINA VERDE;30/01/2014 10:50:52;MG;Campina Verde
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Avançado Uberaba Parque Tecnológico;30/09/2014 14:10:47;MG;Uberaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Ituiutaba;04/05/2009 14:23:08;MG;Ituiutaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Paracatu;04/05/2009 14:18:39;MG;Paracatu
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Patos de Minas;22/08/2013 14:31:22;MG;Patos de Minas
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Patrocínio;13/07/2010 15:34:02;MG;Patrocínio
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberaba;06/03/2009 11:16:19;MG;Uberaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberlândia;06/03/2009 11:30:02;MG;Uberlândia
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberlândia Centro;13/07/2010 15:20:46;MG;Uberlândia
2;;null;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CENTRO DE REFERÊNCIA EM EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA - REITORIA;09/04/2018 08:05:04;MG;Uberaba
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Alegrete;05/03/2009 16:01:38;RS;Alegrete
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CAMPUS AVANÇADO URUGUAIANA;31/01/2014 15:44:54;RS;Uruguaiana
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Frederico Westphalen;10/08/2009 17:15:17;RS;Frederico Westphalen
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Jaguari;06/12/2012 16:16:58;RS;Jaguari
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Júlio de Castilhos;05/03/2009 16:05:03;RS;Júlio de Castilhos
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Panambi;19/08/2010 14:20:27;RS;Panambi
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santa Rosa;09/03/2010 08:55:14;RS;Santa Rosa
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santo Ângelo;31/01/2014 16:00:47;RS;Santo Ângelo
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santo Augusto;05/03/2009 16:13:58;RS;Santo Augusto
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus São Borja;09/03/2010 09:29:49;RS;São Borja
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus São Vicente do Sul;05/03/2009 16:17:17;RS;São Vicente do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CANDELÁRIA;06/02/2015 12:19:35;RS;Candelária
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CARAZINHO;11/06/2014 15:15:09;RS;Carazinho
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA DE NÃOMETOQUE;11/06/2014 15:21:24;RS;Não-Me-Toque
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA QUARAÍ;11/06/2014 15:24:00;RS;Quaraí
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA ROSÁRIO DO SUL;06/02/2015 12:13:49;RS;Rosário do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTA CRUZ DO SUL;11/06/2014 15:43:56;RS;Santa Cruz do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTIAGO;11/06/2014 15:26:01;RS;Santiago
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SÃO GABRIEL;11/06/2014 15:30:11;RS;São Gabriel
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA TRÊS PASSOS;06/02/2015 12:25:07;RS;Três Passos
2;;null;INSTITUTO FEDERAL FARROUPILHA - REITORIA;03/07/2015 14:03:15;RS;Santa Maria
2;;IFF;Instituto Federal Fluminense - Campus Avançado Cambuci;31/01/2014 18:38:15;RJ;Cambuci
2;;IFF;Instituto Federal Fluminense - Campus Avançado Maricá;06/06/2014 16:22:28;RJ;Maricá
2;;IFF;Instituto Federal Fluminense - Campus Avançado São João da Barra;31/01/2014 18:51:13;RJ;São João da Barra
2;;IFF;Instituto Federal Fluminense - Campus Bom Jesus do Itabapoana;10/03/2009 09:41:33;RJ;Bom Jesus do Itabapoana
2;;IFF;Instituto Federal Fluminense - Campus Cabo Frio;17/04/2009 16:01:02;RJ;Cabo Frio
2;;null;INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO;07/06/2011 11:03:20;RJ;Cabo Frio
2;;IFF;Instituto Federal Fluminense - Campus Campos Centro;10/03/2009 09:44:09;RJ;Campos dos Goytacazes
2;;IFF;Instituto Federal Fluminense - Campus Campos Guarus;10/03/2009 09:47:09;RJ;Campos dos Goytacazes
2;;IFF;INSTITUTO FEDERAL FLUMINENSE CAMPUS ITABORAÍ;31/01/2014 18:56:09;RJ;Itaboraí
2;;IFF;Instituto Federal Fluminense - Campus Itaperuna;17/04/2009 15:58:27;RJ;Itaperuna
2;;IFF;Instituto Federal Fluminense - Campus Macaé;10/03/2009 09:53:49;RJ;Macaé
2;;IFF;Instituto Federal Fluminense - Campus Quissamã;14/07/2010 19:39:52;RJ;Quissamã
2;;IFF;Instituto Federal Fluminense - Campus Santo Antônio de Pádua;31/01/2014 19:01:16;RJ;Santo Antônio de Pádua
2;;IFF;INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA DE CARDOSO MOREIRA;13/06/2014 17:26:17;RJ;Cardoso Moreira
2;;IFF;INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA DE CORDEIRO;13/06/2014 18:08:51;RJ;Cordeiro
2;;IFF;instituto federal fluminense CENTRO DE REFERÊNCIA EM TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO NA EDUCAÇÃO;22/06/2016 18:08:30;RJ;Campos dos Goytacazes
2;;IFF;INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA RIO BONITO;13/06/2014 17:30:07;RJ;Rio Bonito
2;;null;INSTITUTO FEDERAL FLUMINENSE NÚCLEO AVANÇADO DE SÃO JOÃO DA BARRA;27/09/2010 20:17:15;RJ;São João da Barra
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO CATALÃO;16/02/2014 16:20:29;GO;Catalão
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO HIDROLÂNDIA;16/02/2014 16:45:41;GO;Hidrolândia
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO IPAMERI;06/06/2014 15:32:03;GO;Ipameri
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS CAMPOS BELOS;16/02/2014 17:03:36;GO;Campos Belos
2;;IF GOIANO;Instituto Federal Goiano - Campus Ceres;06/03/2009 10:32:10;GO;Ceres
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS CRISTALINA;16/02/2014 16:38:01;GO;Cristalina
2;;IF GOIANO;Instituto Federal Goiano - Campus Iporá;23/08/2010 14:10:42;GO;Iporá
2;;IF GOIANO;Instituto Federal Goiano - Campus Morrinhos;06/03/2009 10:41:27;GO;Morrinhos
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS POSSE;16/02/2014 17:12:52;GO;Posse
2;;IF GOIANO;Instituto Federal Goiano - Campus Rio Verde;06/03/2009 10:35:02;GO;Rio Verde
2;;IF GOIANO;INSTITUTO FEDERAL GOIANO CAMPUS TRINDADE;16/02/2014 17:24:58;GO;Trindade
2;;IF GOIANO;Instituto Federal Goiano - Campus Urutaí;06/03/2009 10:44:20;GO;Urutaí
2;;null;INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS OURICURIC;28/09/2010 11:55:41;PE;Salgueiro
2;;null;INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS SALGUEIROS;28/09/2010 12:03:45;PE;Salgueiro
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Avançado Jaguarão;29/01/2014 11:28:52;RS;Jaguarão
2;;IFSUL;INSTITUTO FEDERAL SUL RIOGRANDENSE CAMPUS AVANÇADO NOVO HAMBURGO;29/01/2014 11:48:21;RS;Novo Hamburgo
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Bagé;16/06/2010 14:38:29;RS;Bagé
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Camaquã;16/06/2010 14:47:16;RS;Camaquã
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Charqueadas;05/03/2009 15:49:20;RS;Charqueadas
2;;IFSUL;INSTITUTO FEDERAL SULRIOGRANDENSE CAMPUS GRAVATAÍ;06/06/2014 12:15:52;RS;Gravataí
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Lajeado;06/06/2014 15:03:36;RS;Lajeado
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Passo Fundo;05/03/2009 15:52:37;RS;Passo Fundo
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Pelotas;05/03/2009 15:32:12;RS;Pelotas
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Pelotas Visconde da Graça;03/06/2009 21:48:03;RS;Pelotas
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Santana do Livramento;08/06/2011 08:28:46;RS;Santana do Livramento
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Sapiranga;14/01/2014 12:08:00;RS;Sapiranga
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Sapucaia do Sul;05/03/2009 15:35:28;RS;Sapucaia do Sul
2;;IFSUL;Instituto Federal Sul-rio-grandense - Campus Venâncio Aires;08/06/2011 08:50:49;RS;Venâncio Aires
2;;IFSUL;INSTITUTO FEDERAL SULRIOGRANDENSE CENTRO DE REFERÊNCIA CANDIOTA;13/06/2014 11:23:13;RS;Candiota
2;;null;INSTITUTO MATHEUS;22/02/2013 15:00:25;DF;Brasília
2;;null;INSTITUTO OSWALDO CRUZ;30/09/2010 09:40:37;RJ;Rio de Janeiro
2;;null;INSTITUTO PRIsCIlLA CASTILHO;16/07/2009 15:38:24;DF;Brasília
2;;null;INSTITUTO TAULUS;19/03/2013 15:02:26;DF;Brasília
2;;null;Ministério da Eduação;15/05/2012 14:59:11;DF;Brasília
2;;null;PREFEITURA MUNICIPAL DE GUAISARA;06/11/2013 10:24:54;SP;Guaiçara
2;;null;PREFEITURA MÚNICIPAL DE IPAMERI;20/06/2012 14:00:56;GO;Ipameri
2;;null;SEDE;30/09/2010 14:37:40;CE;Acaraú
2;;null;SOCIEDADE GUARULHENCE DE ENSINO EIRLI - EPP;03/10/2013 21:41:37;SP;Guarulhos
2;;UFMG;UFMG - TEATRO UNIVERSITÁRIO;24/02/2017 19:51:35;MG;Belo Horizonte
2;;UFPB;Universidade Federal da Paraíba - Colégio Agrícola Vidal de Negreiros da UFPB;19/05/2009 15:55:09;PB;Bananeiras
2;;UFPB;Universidade Federal da Paraíba - Escola Técnica de Saúde da UFPB;07/11/2008 12:51:44;PB;João Pessoa
2;;UFAL;Universidade Federal de Alagoas - Escola Técnica de Artes;17/06/2009 10:51:24;AL;Maceió
2;;UFCG;Universidade Federal de Campina Grande - Escola Técnica de Saúde de Cajazeiras da UFCG;11/11/2008 17:36:29;PB;Cajazeiras
2;;UFMG;Universidade Federal de Minas Gerais - Colegio Técnico da UFMG;03/09/2009 14:49:41;MG;Belo Horizonte
2;;null;UNIVERSIDADE FEDERAL DE SANTA MARIA;07/08/2009 13:27:06;RS;Santa Maria
2;;UFSM;Universidade Federal de Santa Maria - Colégio Politécnico da Universidade Federal Santa Maria;10/08/2009 15:45:09;RS;Santa Maria
2;;UFSM;Universidade Federal de Santa Maria - Colégio Técnico Industrial da Universidade Federal de Santa Maria;10/08/2009 15:51:22;RS;Santa Maria
2;;UFU;Universidade Federal de Uberlândia - Escola Técnica de Saúde da UFU;03/09/2009 14:40:34;MG;Uberlândia
2;;UFV;Universidade Federal de Viçosa - Centro de Ensino e Desenvolvimento Agrário da UFV;03/08/2009 16:17:32;MG;Florestal
2;;null;UNIVERSIDADE FEDERAL DO CARIRI - UFCA;16/01/2014 16:40:59;CE;Juazeiro do Norte
2;;UFMA;Universidade Federal do Maranhão - Colégio Universitário;03/09/2009 14:38:55;MA;São Luís
2;;null;UNIVERSIDADE FEDERAL DO MATO GROSSO DO SUL CENTRO DE CAPACITAÇÃO EM SAÚDE E AMBIENTE;01/02/2012 16:32:02;MS;Campo Grande
2;;UFPA;Universidade Federal do Pará - Escola de Música da UFPA;03/09/2009 15:01:55;PA;Belém
2;;UFPA;Universidade Federal do Pará - Escola de Teatro e Dança da UFPA;03/09/2009 15:06:43;PA;Belém
2;;null;UNIVERSIDADE FEDERAL DO PARANÁ SETOR DE EDUCAÇÃO PROFISSIONAL E TECNÓLOGICA;29/06/2010 16:37:01;PR;Curitiba
2;;UFRN;Universidade Federal do Rio Grande do Norte - Escola Agrícola de Jundiaí da UFRN;12/05/2009 21:04:57;RN;Macaíba
2;;UFRN;Universidade Federal do Rio Grande do Norte - Escola de Enfermagem da UFRN;22/05/2009 15:29:50;RN;Natal
2;;UFRN;Universidade Federal do Rio Grande do Norte - Escola de Música da UFRN;15/04/2009 15:31:31;RN;Natal
2;;null;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;13/04/2016 16:12:06;RS;Porto Alegre
2;;UFRPE;Universidade Federal do Rural de Pernambuco - Colégio Agrícola Dom Agostinho Ikas da UFRPE;03/09/2009 14:39:14;PE;São Lourenço da Mata
2;;UFTM;Universidade Federal do Triângulo Mineiro - Centro de Formação Especial em Saúde da UFTM;21/08/2009 07:03:00;MG;Uberaba
2;;UFRRJ;Universidade Federal Rural do Rio de Janeiro - Colégio Técnico da UFRRJ;03/09/2009 14:42:25;RJ;Seropédica
2;;null;UNIVERSIDADE TEC. FEDER.DO PR-CAMPUS PONTA GROSSA;28/04/2009 15:11:58;PR;Ponta Grossa
2;;null;UNIVERSIDADE TECNOLOGIA FEDERAL DO PARANÁ;26/11/2008 14:53:31;PR;Apucarana
2;;null;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ;16/12/2008 15:54:42;PR;Ponta Grossa
2;;null;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;24/11/2008 08:25:05;PR;Curitiba
2;;null;universidade tecnológica federal do parana campo mourão;25/11/2008 15:45:16;PR;Campo Mourão
2;;null;universidade tecnologica federal do parana campos londrina;20/11/2008 17:28:43;PR;Londrina
2;;null;universidade tecnológica federal do paraná-campos pato branco;27/11/2008 10:18:04;PR;Pato Branco
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Apucarana;27/05/2009 17:13:25;PR;Apucarana
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Campo Mourão;14/04/2009 14:32:25;PR;Campo Mourão
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Cornélio Procópio;27/04/2009 14:51:03;PR;Cornélio Procópio
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Curitiba U;23/03/2009 10:33:31;PR;Curitiba
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Dois Vizinhos;08/04/2009 14:56:31;PR;Dois Vizinhos
2;;null;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ_CAMPUS DOIS VIZINHOS;02/12/2008 17:49:41;PR;Dois Vizinhos
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Londrina U;17/04/2009 09:07:03;PR;Londrina
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Medianeira;26/05/2009 11:31:06;PR;Medianeira
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Pato Branco;06/05/2009 15:05:07;PR;Pato Branco
2;;UTFPR;Universidade Tecnológica Federal do Paraná - Campus Ponta Grossa;29/04/2009 16:00:45;PR;Ponta Grossa
2;;null;Universidade Tecnológica Federal do Paraná - Campus Toledo;27/08/2009 14:46:08;PR;Toledo
2;;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ CAMPUS TOLEDO;22/04/2009 16:32:08;PR;Toledo
2;;null;universidade tecnologica federal do peraná campus medianeira;27/11/2008 09:43:08;PR;Medianeira
